	PMID	title	abstract
102	8809063	The proximal MeSHD004602 of the MeSHD006801 MeSHD016633 promoter increases the enhancer activity of the distal region.	We have previously shown that MeSHD006801 MeSHD016633 (MeSHD016633) transcription is controlled by a complex set of regulatory MeSHD004602. In this study, we demonstrate that the distal region of the MeSHD016633 promoter (-911/-614) acts as an enhancer and results in a 6-fold increase in activity when the proximal AB MeSHD004602 is inserted between this enhancer and a MeSHD016385. The AB MeSHD004602 alone does not display any transcriptional activity. The combination of the proximal AB MeSHD004602 and the enhancer is sufficient to activate transcription to the same level as that achieved with the full-length promoter. MeSHD004247 binding and competition assays, and binding interference experiments allowed us to identify two adjacent MeSHD001665 within the AB MeSHD004602. These bind activities designated CIIIB1 and AIIAB3/4, respectively. MeSHD009154 on each of these sites showed that the MeSHD001665 of CIIIB1 within the AB MeSHD004602 played a major MeSHD012380 in the interaction with the enhancer. Whereas MeSHD015533 of other MeSHD001053 MeSHD005796 involves the binding of the MeSHD008099-enriched MeSHD051557 (HNF4) on their proximal promoter, the present study demonstrates that neither HNF4 nor MeSHD016632 regulatory MeSHD011506 1, its antagonistic MeSHD054540 receptor, was able to bind the AB MeSHD004602. Instead, MeSHD016633 transcription was driven by the interaction of MeSHD016633 enhancer with proximal AB MeSHD004602, which involves an unidentified activity, CIIIB1.
103	8025213	MeSHD016131 in MeSHD013950 and peripheral MeSHD008221 of MeSHD000375 and diabetic MeSHD016688.	The nonobese diabetic (NOD) MeSHD051379 spontaneously develops MeSHD003922. The MeSHD004194 is associated with a leucocytic infiltration of the MeSHD007515 of Langerhans and it is believed that during the MeSHQ000254 of MeSHD003922, the MeSHD007328-secreting islet beta-MeSHD002477 are destroyed by autoreactive MeSHD013601. We investigated the alteration of MeSHD016131 in central and peripheral lymphoid organs of NOD MeSHD005260 MeSHD051379 with increasing age beginning before the onset of insulitis and ending well after the onset of diabetes. The MeSHD013154, inguinal and pancreatic MeSHD008198 all increased in MeSHD002452, especially after the onset of insulitis (8 weeks), and all decreased after the onset of diabetes. Flow cytometric studies showed a widening of the visible side scatter profile of MeSHD005260 NOD MeSHD008198 MeSHD002477 which coincided with the initiation of insulitis. Anti-CD4 and anti-CD8 double MeSHD013194 of MeSHD060168 revealed a large increase in the double negative MeSHD011153 and a corresponding decrease in the double positive MeSHD011153, but this occurred long after the onset of diabetes. Generally, there was an increase in the CD4:CD8 ratio in the peripheral lymphoid organs during the onset of insulitis which was largely due to an increase in the CD4 MeSHD013601 MeSHD011153 while the ratio decreased after the onset of diabetes. In the MeSHD013154 this was mostly due to an increase in CD8 MeSHD013601. The pancreatic MeSHD008198, which theoretically might reflect what is happening in the MeSHD010179, showed an unexpected decrease in MeSHD016424 MeSHD002452 and a decrease in MeSHD013601 (especially CD4 MeSHD013601), while B MeSHD002477 were increased.(ABSTRACT TRUNCATED AT 250 WORDS)
104	10385845	Expression of MeSHD016212 1 in MeSHD007969.	The expression of MeSHD016212 1, which has neurotrophic effects, was investigated in 25 MeSHD007231 with MeSHD007969 using MeSHD007150. In MeSHQ000517, MeSHD016212 1 immunoreactivity was not detected in the cerebral MeSHD066127 or cortex. Of the 25 cases of MeSHD007969, MeSHD016212 1 immunoreactivity was found in 16, and was distributed mainly in the MeSHD003593 of MeSHD001253, being prominent around necrotic foci in the MeSHD066127. The immunoreactivity was negative or weak at the acute stage of MeSHD007969, and increased at the subacute stage and then decreased or was absent at the chronic stage. MeSHD001253 that were moderately or markedly positive for MeSHD016212 1 were not found before 27 weeks' MeSHD011247, but were observed after 32 weeks' MeSHD011247 in the MeSHD066127 of the MeSHD001921 of MeSHD007231 with MeSHD007969. MeSHD016212 1 expression tended to be more obvious in focal MeSHD007969 than in widespread or diffuse MeSHD007969. Our results suggest that MeSHD016212 1 could be involved in the delayed glial response rather than the initial glial activation, and could MeSHD010988 a MeSHD012380 in the inhibition and repair of MeSHD014947 in MeSHD007969. Exogenous MeSHD016212 1 could have MeSHD013812 potential for MeSHD007969.
105	10822467	MeSHQ000628 of MeSHD015464.	While the demonstrated MeSHD000998, antiproliferative, and immunomodulatory properties of MeSHD007372 have led to a number of theories regarding their potential MeSHQ000706 in treating individuals with MeSHD015464 (CML), their limited availability has prevented thorough clinical investigation. However, in 1980, successful MeSHD019976 of the mature MeSHD006801 alpha-A MeSHD007372 led to the MeSHD004467 of large quantities of bacterially synthesized MeSHD006801 alpha-A MeSHD007372, now designated MeSHD000077190 (MeSHD000077190, Hoffmann-La Roche, Nutley, NJ). This abundance of alfa-2a made possible MeSHD000068397 of MeSHD016898's capacity to suppress CML MeSHD015143 (Ph1) MeSHD002999 as well as restore the MeSHD002477 with normal MeSHD059785. The data resulting from these MeSHD016430 indicate that MeSHD000077190 is effective in inducing hematologic remissions in the majority of minimally treated, benign-phase CML, Ph1-positive MeSHD010361. In some of the MeSHD010361, MeSHQ000628 resulted in MeSHD010677 suppression in the MeSHD001853 and in the emergence of MeSHD002477 with a normal MeSHD059785.
106	11939136	Cambridge Healthtech Institute's 2nd Annual Conference on MeSHD010597 MeSHD005060: presaging profits.	MeSHD010597 promises to offer distinct strategic advantages to MeSHD004364 companies, MeSHD010820, providers and MeSHD010361. Cambridge Healthtech Institute's 2nd Annual Conference on 'MeSHD010597 MeSHD005060: Presaging Profits' covered all aspects of MeSHD010597 and gave scientists from both academia and from MeSHD004364 and biotech companies a great opportunity to discuss the latest progress in pharmacogenomic MeSHD012106. The meeting considered MeSHD013672 for MeSHD020641 (SNP) MeSHQ000175 and expression profiling, MeSHD019295 tools for data evaluation and gave an overview on the state of affairs and novel approaches to implement MeSHD010597 and MeSHD010597 into MeSHD000076722 and medical MeSHQ000628. The major strength of the meeting was the merging of scientists from many different disciplines, such as clinicians, pharmacologists, molecular biologists, engineers and MeSHD019295 experts, into one meeting.
107	12065687	Effects and MeSHD012926 of MeSHD055513 on MeSHD055166.	MeSHD055513 (CTGF) is a 38-kd MeSHD011506 involved in several MeSHD006801 fibrotic disorders including MeSHD050197 and MeSHD012867 and renal MeSHD005355. Although it has been shown that MeSHD006801 and experimental MeSHD008103 is associated with CTGF expression through MeSHD015854 of CTGF MeSHD012333 by MeSHD055166 (HSC), the MeSHD012380 of CTGF in the MeSHD008099 has not yet been determined. The aim of the present study was to assess the effects of CTGF on MeSHD051381 primary HSC and its MeSHD012926 in a well-established model of MeSHD066298 MeSHD008099 fibrogenesis. Incubation of primary HSC with recombinant CTGF induced a significant migratory (2.3-fold, 50 ng/ml CTGF) and proliferative effect (1.8-fold, 100 ng/ml CTGF). MeSHD024042 MeSHD012333 expression, as assessed by a real-MeSHD013995 RT-MeSHD016133 MeSHD008722, was also increased when MeSHD002477 were incubated in the presence of CTGF (2-fold, 50 ng/ml). MeSHD053773 (MeSHD053773) strongly stimulated CTGF MeSHD012333 expression, a direct mechanism observed in the absence of any intermediate MeSHD011506 synthesis. Furthermore, spontaneous activation of HSC plated on MeSHD010969 and stimulation by MeSHD042461, MeSHD015227 products (HNE, MDA), MeSHD000079, and MeSHD010982 (PDGF)-BB significantly up-regulated CTGF MeSHD012333 expression in HSC. PDGF-induced CTGF stimulation might be related in part to MeSHD053773 MeSHQ000378 because CTGF MeSHD012333 MeSHD015854 observed after MeSHD000077214 stimulation was abrogated in the presence of neutralizing MeSHD053773 antibody. In conclusion, this study extends the MeSHD012380 of CTGF in HSC activation and suggests that CTGF MeSHD015854 might be a central pathway during HSC activation.
108	11114264	Cellular expression of MeSHD064569 MeSHD011506 in the MeSHD013702 in Alzheimer's and MeSHD010300--a stereological approach.	Cognitive deficits in Alzheimer's and MeSHD010300 are closely related to disturbed MeSHD018678 MeSHQ000635. The decrease of MeSHD011978 MeSHD011506 has been assessed by MeSHD015153 and MeSHD007150. Stereology, however, has not been used to assess numbers of receptor-expressing MeSHD006801 cerebrocortical MeSHD009474. Our approach applies a combination of alpha7 subunit-MeSHD007150 with a stereological technique using defined stretches of pial surface as MeSHD012015. The number of alpha7 subunit MeSHD011506-expressing MeSHD009474 in the Alzheimer MeSHD013702 amounted to approximately half of that of MeSHQ000517 while numbers in Parkinson MeSHD010361 lay in between. No differences in the total number of MeSHD009474 were seen. These results corroborate nonstereological studies on Alzheimer cortices and for the first MeSHD013995 show a similar decrease in receptor expression in MeSHD010300. They provide evidence that not only MeSHD000544 but also cognitive deficits in MeSHD010300 may be related to decreased MeSHD011978 expression.
109	8176570	Endotracheal colonization with MeSHD002175 enhances MeSHD012306 of MeSHC536777 in MeSHD019102 MeSHD007231.	To determine whether MeSHQ000254 of MeSHD002175 from an endotracheal aspirate identifies a MeSHD011153 of MeSHD019102 (VLBW; < or = 1500 gm) MeSHD007231 at increased MeSHD012306 of MeSHC536777. Prospective evaluation with weekly MeSHQ000208 of endotracheal and rectal specimens to determine colonization status. One hundred sixteen VLBW MeSHD007231 (mean MeSHD001724, 975 +/- 23 gm, estimated MeSHD005865, 27.6 +/- 0.2 weeks) with endotracheal tubes in place who were admitted to a level III nursery between Jan. 8 and Dec. 2, 1992. Of the 116 subjects, 39 MeSHD007223 were colonized with MeSHD002175 (34%). Thirteen MeSHD007231 had MeSHQ000254 of MeSHD002175 in one or more MeSHQ000208 of endotracheal specimens. Eleven of these could be examined, and in five systemic MeSHD004194 developed (MeSHD004194 in 5/11 vs 2/26; MeSHD012306 = 5.9; 95% MeSHD016001, 1.34 to 26). Eight MeSHD007223 were colonized with MeSHD002175 in the first week of MeSHD019369. Seven of these could be examined, and in five MeSHC536777 developed (MeSHD004194 in 5/7 vs 2/30; RR = 9.3; 95% MeSHD016001, 2.3 to 38.0). Colonization with MeSHD002175 occurs frequently in VLBW MeSHD007223. Progression from colonization to systemic MeSHD007239 is more common in the smallest MeSHD007231. Detection of colonization in the first week of MeSHD019369 or the MeSHQ000254 of MeSHD002175 from an endotracheal aspirate identifies a group of VLBW MeSHD007231 with an endotracheal tube in place whose MeSHD012306 of MeSHC536777 is increased. A prospective trial of intervention in this high-MeSHD012306 MeSHD011153 is warranted.
110	8159245	Anchoring of MeSHD017868 is required for modulation of MeSHD018350/MeSHD018092 on hippocampal MeSHD009474.	MeSHD010766 of molecules involved in MeSHD009435 by multifunctional MeSHD011494 modulates both pre- and post-synaptic events in the MeSHD002490. The positioning of MeSHD010770 near their substrates may be an important part of the regulatory mechanism. The MeSHD054758 (AKAPs; ref. 3) are known to bind the regulatory subunit of MeSHD017868 A with nanomolar affinity. Here we show that anchoring of MeSHD017868 by AKAPs is required for the modulation of alpha-amino-3-hydroxy-5-methyl-4-MeSHD007555-MeSHC029658 (MeSHD018350)/MeSHD007608 channels. Intracellular MeSHD010477 of cultured hippocampal MeSHD009474 with MeSHD010455 derived from the conserved MeSHD010770 binding region of AKAPs prevented the MeSHD017868-mediated MeSHD012926 of MeSHD018350/MeSHD007608 currents as well as fast excitatory synaptic currents. This effect could be overcome by adding the purified MeSHD020134 of MeSHD011494. A MeSHQ000517 MeSHD010455 lacking MeSHD010770-binding activity had no effect. To our MeSHD019359, these results provide the first evidence that anchoring of MeSHD017868 is crucial in the MeSHD012926 of synaptic MeSHQ000502.
111	9537061	MeSHD000941-initiated MeSHD001402 differentiation. XVII. The inhibitory effects of recent MeSHD000941 prepriming on the subsequent responsiveness of 'pre-progenitor' B MeSHD002477.	We have analysed the MeSHD014171 unresponsiveness of B MeSHD002477 following specific MeSHD000941 prepriming. The effect is restricted to MeSHD019264 antibody-forming MeSHD002477 (AFC) progenitors (that is, 'pre-progenitors') and does not occur with the separate subset of MeSHD018929 AFC progenitors ('direct progenitors'). The MeSHD014171 unresponsiveness is displayed by both primary and MeSHQ000556 'pre-progenitor' B MeSHD002477. Mixing experiments and experiments with MeSHD008819 indicate that the effect is not due to suppressor MeSHD013601 or other inhibitory MeSHD002477. Nor is the effect due to an impaired seeding MeSHD001076 of the activated or MeSHD000941-binding MeSHD002477, since after MeSHD019264 the preprimed MeSHD002477 can be activated by an appropriate non-specific stimulus. The most likely explanation involves direct interaction of specific MeSHD000941 with the MeSHD011946 on 'pre-progenitor' B MeSHD002477, rendering these MeSHD002477 more prone to temporary or permanent 'tolerance' on further MeSHD000941 contact or, alternatively, directing their differentiation away from MeSHD007075 AFC MeSHD004467 on day 8 after transfer.
